zeme;datum;pocet
Namibia;2020-03-01;    0
Namibia;2020-03-02;    0
Namibia;2020-03-03;    0
Namibia;2020-03-04;    0
Namibia;2020-03-05;    0
Namibia;2020-03-06;    0
Namibia;2020-03-07;    0
Namibia;2020-03-08;    0
Namibia;2020-03-09;    0
Namibia;2020-03-10;    0
Namibia;2020-03-11;    0
Namibia;2020-03-12;    0
Namibia;2020-03-13;    0
Namibia;2020-03-14;    2
Namibia;2020-03-15;    2
Namibia;2020-03-16;    2
Namibia;2020-03-17;    2
Seychelles;2020-01-22;    0
Seychelles;2020-01-23;    0
Seychelles;2020-01-24;    0
Seychelles;2020-01-25;    0
Seychelles;2020-01-26;    0
Seychelles;2020-01-27;    0
Seychelles;2020-01-28;    0
Seychelles;2020-01-29;    0
Seychelles;2020-01-30;    0
Seychelles;2020-01-31;    0
Seychelles;2020-02-01;    0
Seychelles;2020-02-02;    0
Seychelles;2020-02-03;    0
Seychelles;2020-02-04;    0
Seychelles;2020-02-05;    0
Seychelles;2020-02-06;    0
Seychelles;2020-02-07;    0
Seychelles;2020-02-08;    0
Seychelles;2020-02-09;    0
Seychelles;2020-02-10;    0
Seychelles;2020-02-11;    0
Seychelles;2020-02-12;    0
Seychelles;2020-02-13;    0
Seychelles;2020-02-14;    0
Seychelles;2020-02-15;    0
Seychelles;2020-02-16;    0
Seychelles;2020-02-17;    0
Seychelles;2020-02-18;    0
Seychelles;2020-02-19;    0
Seychelles;2020-02-20;    0
Seychelles;2020-02-21;    0
Seychelles;2020-02-22;    0
Seychelles;2020-02-23;    0
Seychelles;2020-02-24;    0
Seychelles;2020-02-25;    0
Seychelles;2020-02-26;    0
Seychelles;2020-02-27;    0
Seychelles;2020-02-28;    0
Seychelles;2020-02-29;    0
Seychelles;2020-03-01;    0
Seychelles;2020-03-02;    0
Seychelles;2020-03-03;    0
Seychelles;2020-03-04;    0
Seychelles;2020-03-05;    0
Seychelles;2020-03-06;    0
Seychelles;2020-03-07;    0
Seychelles;2020-03-08;    0
Seychelles;2020-03-09;    0
Seychelles;2020-03-10;    0
Seychelles;2020-03-11;    0
Seychelles;2020-03-12;    0
Seychelles;2020-03-13;    0
Seychelles;2020-03-14;    2
Seychelles;2020-03-15;    2
Seychelles;2020-03-16;    3
Seychelles;2020-03-17;    4
Trinidad and Tobago;2020-01-22;    0
Trinidad and Tobago;2020-01-23;    0
Trinidad and Tobago;2020-01-24;    0
Trinidad and Tobago;2020-01-25;    0
Trinidad and Tobago;2020-01-26;    0
Trinidad and Tobago;2020-01-27;    0
Trinidad and Tobago;2020-01-28;    0
Trinidad and Tobago;2020-01-29;    0
Trinidad and Tobago;2020-01-30;    0
Trinidad and Tobago;2020-01-31;    0
Trinidad and Tobago;2020-02-01;    0
Trinidad and Tobago;2020-02-02;    0
Trinidad and Tobago;2020-02-03;    0
Trinidad and Tobago;2020-02-04;    0
Trinidad and Tobago;2020-02-05;    0
Trinidad and Tobago;2020-02-06;    0
Trinidad and Tobago;2020-02-07;    0
Trinidad and Tobago;2020-02-08;    0
Trinidad and Tobago;2020-02-09;    0
Trinidad and Tobago;2020-02-10;    0
Trinidad and Tobago;2020-02-11;    0
Trinidad and Tobago;2020-02-12;    0
Trinidad and Tobago;2020-02-13;    0
Trinidad and Tobago;2020-02-14;    0
Trinidad and Tobago;2020-02-15;    0
Trinidad and Tobago;2020-02-16;    0
Trinidad and Tobago;2020-02-17;    0
Trinidad and Tobago;2020-02-18;    0
Trinidad and Tobago;2020-02-19;    0
Trinidad and Tobago;2020-02-20;    0
Trinidad and Tobago;2020-02-21;    0
Trinidad and Tobago;2020-02-22;    0
Trinidad and Tobago;2020-02-23;    0
Trinidad and Tobago;2020-02-24;    0
Trinidad and Tobago;2020-02-25;    0
Trinidad and Tobago;2020-02-26;    0
Trinidad and Tobago;2020-02-27;    0
Trinidad and Tobago;2020-02-28;    0
Trinidad and Tobago;2020-02-29;    0
Trinidad and Tobago;2020-03-01;    0
Trinidad and Tobago;2020-03-02;    0
Trinidad and Tobago;2020-03-03;    0
Trinidad and Tobago;2020-03-04;    0
Trinidad and Tobago;2020-03-05;    0
Trinidad and Tobago;2020-03-06;    0
Trinidad and Tobago;2020-03-07;    0
Trinidad and Tobago;2020-03-08;    0
Trinidad and Tobago;2020-03-09;    0
Trinidad and Tobago;2020-03-10;    0
Trinidad and Tobago;2020-03-11;    0
Trinidad and Tobago;2020-03-12;    0
Trinidad and Tobago;2020-03-13;    0
Trinidad and Tobago;2020-03-14;    2
Trinidad and Tobago;2020-03-15;    2
Trinidad and Tobago;2020-03-16;    4
Trinidad and Tobago;2020-03-17;    5
Venezuela;2020-01-22;    0
Venezuela;2020-01-23;    0
Venezuela;2020-01-24;    0
Venezuela;2020-01-25;    0
Venezuela;2020-01-26;    0
Venezuela;2020-01-27;    0
Venezuela;2020-01-28;    0
Venezuela;2020-01-29;    0
Venezuela;2020-01-30;    0
Venezuela;2020-01-31;    0
Venezuela;2020-02-01;    0
Venezuela;2020-02-02;    0
Venezuela;2020-02-03;    0
Venezuela;2020-02-04;    0
Venezuela;2020-02-05;    0
Venezuela;2020-02-06;    0
Venezuela;2020-02-07;    0
Venezuela;2020-02-08;    0
Venezuela;2020-02-09;    0
Venezuela;2020-02-10;    0
Venezuela;2020-02-11;    0
Venezuela;2020-02-12;    0
Venezuela;2020-02-13;    0
Venezuela;2020-02-14;    0
Venezuela;2020-02-15;    0
Venezuela;2020-02-16;    0
Venezuela;2020-02-17;    0
Venezuela;2020-02-18;    0
Venezuela;2020-02-19;    0
Venezuela;2020-02-20;    0
Venezuela;2020-02-21;    0
Venezuela;2020-02-22;    0
Venezuela;2020-02-23;    0
Venezuela;2020-02-24;    0
Venezuela;2020-02-25;    0
Venezuela;2020-02-26;    0
Venezuela;2020-02-27;    0
Venezuela;2020-02-28;    0
Venezuela;2020-02-29;    0
Venezuela;2020-03-01;    0
Venezuela;2020-03-02;    0
Venezuela;2020-03-03;    0
Venezuela;2020-03-04;    0
Venezuela;2020-03-05;    0
Venezuela;2020-03-06;    0
Venezuela;2020-03-07;    0
Venezuela;2020-03-08;    0
Venezuela;2020-03-09;    0
Venezuela;2020-03-10;    0
Venezuela;2020-03-11;    0
Venezuela;2020-03-12;    0
Venezuela;2020-03-13;    0
Venezuela;2020-03-14;    2
Venezuela;2020-03-15;   10
Venezuela;2020-03-16;   17
Venezuela;2020-03-17;   33
Eswatini;2020-01-22;    0
Eswatini;2020-01-23;    0
Eswatini;2020-01-24;    0
Eswatini;2020-01-25;    0
Eswatini;2020-01-26;    0
Eswatini;2020-01-27;    0
Eswatini;2020-01-28;    0
Eswatini;2020-01-29;    0
Eswatini;2020-01-30;    0
Eswatini;2020-01-31;    0
Eswatini;2020-02-01;    0
Eswatini;2020-02-02;    0
Eswatini;2020-02-03;    0
Eswatini;2020-02-04;    0
Eswatini;2020-02-05;    0
Eswatini;2020-02-06;    0
Eswatini;2020-02-07;    0
Eswatini;2020-02-08;    0
Eswatini;2020-02-09;    0
Eswatini;2020-02-10;    0
Eswatini;2020-02-11;    0
Eswatini;2020-02-12;    0
Eswatini;2020-02-13;    0
Eswatini;2020-02-14;    0
Eswatini;2020-02-15;    0
Eswatini;2020-02-16;    0
Eswatini;2020-02-17;    0
Eswatini;2020-02-18;    0
Eswatini;2020-02-19;    0
Eswatini;2020-02-20;    0
Eswatini;2020-02-21;    0
Eswatini;2020-02-22;    0
Eswatini;2020-02-23;    0
Eswatini;2020-02-24;    0
Eswatini;2020-02-25;    0
Eswatini;2020-02-26;    0
Eswatini;2020-02-27;    0
Eswatini;2020-02-28;    0
Eswatini;2020-02-29;    0
Eswatini;2020-03-01;    0
Eswatini;2020-03-02;    0
Eswatini;2020-03-03;    0
Eswatini;2020-03-04;    0
Eswatini;2020-03-05;    0
Eswatini;2020-03-06;    0
Eswatini;2020-03-07;    0
Eswatini;2020-03-08;    0
Eswatini;2020-03-09;    0
Eswatini;2020-03-10;    0
Eswatini;2020-03-11;    0
Eswatini;2020-03-12;    0
Eswatini;2020-03-13;    0
Eswatini;2020-03-14;    1
Eswatini;2020-03-15;    1
Eswatini;2020-03-16;    1
Eswatini;2020-03-17;    1
Gabon;2020-01-22;    0
Gabon;2020-01-23;    0
Gabon;2020-01-24;    0
Gabon;2020-01-25;    0
Gabon;2020-01-26;    0
Gabon;2020-01-27;    0
Gabon;2020-01-28;    0
Gabon;2020-01-29;    0
Gabon;2020-01-30;    0
Gabon;2020-01-31;    0
Gabon;2020-02-01;    0
Gabon;2020-02-02;    0
Gabon;2020-02-03;    0
Gabon;2020-02-04;    0
Gabon;2020-02-05;    0
Gabon;2020-02-06;    0
Gabon;2020-02-07;    0
Gabon;2020-02-08;    0
Gabon;2020-02-09;    0
Gabon;2020-02-10;    0
Gabon;2020-02-11;    0
Gabon;2020-02-12;    0
Gabon;2020-02-13;    0
Gabon;2020-02-14;    0
Gabon;2020-02-15;    0
Gabon;2020-02-16;    0
Gabon;2020-02-17;    0
Gabon;2020-02-18;    0
Gabon;2020-02-19;    0
Gabon;2020-02-20;    0
Gabon;2020-02-21;    0
Gabon;2020-02-22;    0
Gabon;2020-02-23;    0
Gabon;2020-02-24;    0
Gabon;2020-02-25;    0
Gabon;2020-02-26;    0
Gabon;2020-02-27;    0
Gabon;2020-02-28;    0
Gabon;2020-02-29;    0
Gabon;2020-03-01;    0
Gabon;2020-03-02;    0
Gabon;2020-03-03;    0
Gabon;2020-03-04;    0
Gabon;2020-03-05;    0
Gabon;2020-03-06;    0
Gabon;2020-03-07;    0
Gabon;2020-03-08;    0
Gabon;2020-03-09;    0
Gabon;2020-03-10;    0
Gabon;2020-03-11;    0
Gabon;2020-03-12;    0
Gabon;2020-03-13;    0
Gabon;2020-03-14;    1
Gabon;2020-03-15;    1
Gabon;2020-03-16;    1
Gabon;2020-03-17;    1
Guatemala;2020-01-22;    0
Guatemala;2020-01-23;    0
Guatemala;2020-01-24;    0
Guatemala;2020-01-25;    0
Guatemala;2020-01-26;    0
Guatemala;2020-01-27;    0
Guatemala;2020-01-28;    0
Guatemala;2020-01-29;    0
Guatemala;2020-01-30;    0
Guatemala;2020-01-31;    0
Guatemala;2020-02-01;    0
Guatemala;2020-02-02;    0
Guatemala;2020-02-03;    0
Guatemala;2020-02-04;    0
Guatemala;2020-02-05;    0
Guatemala;2020-02-06;    0
Guatemala;2020-02-07;    0
Guatemala;2020-02-08;    0
Guatemala;2020-02-09;    0
Guatemala;2020-02-10;    0
Guatemala;2020-02-11;    0
Guatemala;2020-02-12;    0
Guatemala;2020-02-13;    0
Guatemala;2020-02-14;    0
Guatemala;2020-02-15;    0
Guatemala;2020-02-16;    0
Guatemala;2020-02-17;    0
Guatemala;2020-02-18;    0
Guatemala;2020-02-19;    0
Guatemala;2020-02-20;    0
Guatemala;2020-02-21;    0
Guatemala;2020-02-22;    0
Guatemala;2020-02-23;    0
Guatemala;2020-02-24;    0
Guatemala;2020-02-25;    0
Guatemala;2020-02-26;    0
Guatemala;2020-02-27;    0
Guatemala;2020-02-28;    0
Guatemala;2020-02-29;    0
Guatemala;2020-03-01;    0
Guatemala;2020-03-02;    0
Guatemala;2020-03-03;    0
Guatemala;2020-03-04;    0
Guatemala;2020-03-05;    0
Guatemala;2020-03-06;    0
Guatemala;2020-03-07;    0
Guatemala;2020-03-08;    0
Guatemala;2020-03-09;    0
Guatemala;2020-03-10;    0
Guatemala;2020-03-11;    0
Guatemala;2020-03-12;    0
Guatemala;2020-03-13;    0
Guatemala;2020-03-14;    1
Guatemala;2020-03-15;    1
Guatemala;2020-03-16;    2
Guatemala;2020-03-17;    6
Guernsey;2020-01-22;    0
Guernsey;2020-01-23;    0
Guernsey;2020-01-24;    0
Guernsey;2020-01-25;    0
Guernsey;2020-01-26;    0
Guernsey;2020-01-27;    0
Guernsey;2020-01-28;    0
Guernsey;2020-01-29;    0
Guernsey;2020-01-30;    0
Guernsey;2020-01-31;    0
Guernsey;2020-02-01;    0
Guernsey;2020-02-02;    0
Guernsey;2020-02-03;    0
Guernsey;2020-02-04;    0
Guernsey;2020-02-05;    0
Guernsey;2020-02-06;    0
Guernsey;2020-02-07;    0
Guernsey;2020-02-08;    0
Guernsey;2020-02-09;    0
Guernsey;2020-02-10;    0
Guernsey;2020-02-11;    0
Guernsey;2020-02-12;    0
Guernsey;2020-02-13;    0
Guernsey;2020-02-14;    0
Guernsey;2020-02-15;    0
Guernsey;2020-02-16;    0
Guernsey;2020-02-17;    0
Guernsey;2020-02-18;    0
Guernsey;2020-02-19;    0
Guernsey;2020-02-20;    0
Guernsey;2020-02-21;    0
Guernsey;2020-02-22;    0
Guernsey;2020-02-23;    0
Guernsey;2020-02-24;    0
Guernsey;2020-02-25;    0
Guernsey;2020-02-26;    0
Guernsey;2020-02-27;    0
Guernsey;2020-02-28;    0
Guernsey;2020-02-29;    0
Guernsey;2020-03-01;    0
Guernsey;2020-03-02;    0
Guernsey;2020-03-03;    0
Guernsey;2020-03-04;    0
Guernsey;2020-03-05;    0
Guernsey;2020-03-06;    0
Guernsey;2020-03-07;    0
Guernsey;2020-03-08;    0
Guernsey;2020-03-09;    0
Guernsey;2020-03-10;    0
Guernsey;2020-03-11;    0
Guernsey;2020-03-12;    0
Guernsey;2020-03-13;    0
Guernsey;2020-03-14;    1
Guernsey;2020-03-15;    1
Guernsey;2020-03-16;    1
Guernsey;2020-03-17;    1
Mauritania;2020-01-22;    0
Mauritania;2020-01-23;    0
Mauritania;2020-01-24;    0
Mauritania;2020-01-25;    0
Mauritania;2020-01-26;    0
Mauritania;2020-01-27;    0
Mauritania;2020-01-28;    0
Mauritania;2020-01-29;    0
Mauritania;2020-01-30;    0
Mauritania;2020-01-31;    0
Mauritania;2020-02-01;    0
Mauritania;2020-02-02;    0
Mauritania;2020-02-03;    0
Mauritania;2020-02-04;    0
Mauritania;2020-02-05;    0
Mauritania;2020-02-06;    0
Mauritania;2020-02-07;    0
Mauritania;2020-02-08;    0
Mauritania;2020-02-09;    0
Mauritania;2020-02-10;    0
Mauritania;2020-02-11;    0
Mauritania;2020-02-12;    0
Mauritania;2020-02-13;    0
Mauritania;2020-02-14;    0
Mauritania;2020-02-15;    0
Mauritania;2020-02-16;    0
Mauritania;2020-02-17;    0
Mauritania;2020-02-18;    0
Mauritania;2020-02-19;    0
Mauritania;2020-02-20;    0
Mauritania;2020-02-21;    0
Mauritania;2020-02-22;    0
Mauritania;2020-02-23;    0
Mauritania;2020-02-24;    0
Mauritania;2020-02-25;    0
Mauritania;2020-02-26;    0
Mauritania;2020-02-27;    0
Mauritania;2020-02-28;    0
Mauritania;2020-02-29;    0
Mauritania;2020-03-01;    0
Mauritania;2020-03-02;    0
Mauritania;2020-03-03;    0
Mauritania;2020-03-04;    0
Mauritania;2020-03-05;    0
Mauritania;2020-03-06;    0
Mauritania;2020-03-07;    0
Mauritania;2020-03-08;    0
Mauritania;2020-03-09;    0
Mauritania;2020-03-10;    0
Mauritania;2020-03-11;    0
Mauritania;2020-03-12;    0
Mauritania;2020-03-13;    0
Mauritania;2020-03-14;    1
Mauritania;2020-03-15;    1
Mauritania;2020-03-16;    1
Mauritania;2020-03-17;    1
Rwanda;2020-01-22;    0
Rwanda;2020-01-23;    0
Rwanda;2020-01-24;    0
Rwanda;2020-01-25;    0
Rwanda;2020-01-26;    0
Rwanda;2020-01-27;    0
Rwanda;2020-01-28;    0
Rwanda;2020-01-29;    0
Rwanda;2020-01-30;    0
Rwanda;2020-01-31;    0
Rwanda;2020-02-01;    0
Rwanda;2020-02-02;    0
Rwanda;2020-02-03;    0
Rwanda;2020-02-04;    0
Rwanda;2020-02-05;    0
Rwanda;2020-02-06;    0
Rwanda;2020-02-07;    0
Rwanda;2020-02-08;    0
Rwanda;2020-02-09;    0
Rwanda;2020-02-10;    0
Rwanda;2020-02-11;    0
Rwanda;2020-02-12;    0
Rwanda;2020-02-13;    0
Rwanda;2020-02-14;    0
Rwanda;2020-02-15;    0
Rwanda;2020-02-16;    0
Rwanda;2020-02-17;    0
Rwanda;2020-02-18;    0
Rwanda;2020-02-19;    0
Rwanda;2020-02-20;    0
Rwanda;2020-02-21;    0
Rwanda;2020-02-22;    0
Rwanda;2020-02-23;    0
Rwanda;2020-02-24;    0
Rwanda;2020-02-25;    0
Rwanda;2020-02-26;    0
Rwanda;2020-02-27;    0
Rwanda;2020-02-28;    0
Rwanda;2020-02-29;    0
Rwanda;2020-03-01;    0
Rwanda;2020-03-02;    0
Rwanda;2020-03-03;    0
Rwanda;2020-03-04;    0
Rwanda;2020-03-05;    0
Rwanda;2020-03-06;    0
Rwanda;2020-03-07;    0
Rwanda;2020-03-08;    0
Rwanda;2020-03-09;    0
Rwanda;2020-03-10;    0
Rwanda;2020-03-11;    0
Rwanda;2020-03-12;    0
Rwanda;2020-03-13;    0
Rwanda;2020-03-14;    1
Rwanda;2020-03-15;    1
Rwanda;2020-03-16;    5
Rwanda;2020-03-17;    7
Saint Lucia;2020-01-22;    0
Saint Lucia;2020-01-23;    0
Saint Lucia;2020-01-24;    0
Saint Lucia;2020-01-25;    0
Saint Lucia;2020-01-26;    0
Saint Lucia;2020-01-27;    0
Saint Lucia;2020-01-28;    0
Saint Lucia;2020-01-29;    0
Saint Lucia;2020-01-30;    0
Saint Lucia;2020-01-31;    0
Saint Lucia;2020-02-01;    0
Saint Lucia;2020-02-02;    0
Saint Lucia;2020-02-03;    0
Saint Lucia;2020-02-04;    0
Saint Lucia;2020-02-05;    0
Saint Lucia;2020-02-06;    0
Saint Lucia;2020-02-07;    0
Saint Lucia;2020-02-08;    0
Saint Lucia;2020-02-09;    0
Saint Lucia;2020-02-10;    0
Saint Lucia;2020-02-11;    0
Saint Lucia;2020-02-12;    0
Saint Lucia;2020-02-13;    0
Saint Lucia;2020-02-14;    0
Saint Lucia;2020-02-15;    0
Saint Lucia;2020-02-16;    0
Saint Lucia;2020-02-17;    0
Saint Lucia;2020-02-18;    0
Saint Lucia;2020-02-19;    0
Saint Lucia;2020-02-20;    0
Saint Lucia;2020-02-21;    0
Saint Lucia;2020-02-22;    0
Saint Lucia;2020-02-23;    0
Saint Lucia;2020-02-24;    0
Saint Lucia;2020-02-25;    0
Saint Lucia;2020-02-26;    0
Saint Lucia;2020-02-27;    0
Saint Lucia;2020-02-28;    0
Saint Lucia;2020-02-29;    0
Saint Lucia;2020-03-01;    0
Saint Lucia;2020-03-02;    0
Saint Lucia;2020-03-03;    0
Saint Lucia;2020-03-04;    0
Saint Lucia;2020-03-05;    0
Saint Lucia;2020-03-06;    0
Saint Lucia;2020-03-07;    0
Saint Lucia;2020-03-08;    0
Saint Lucia;2020-03-09;    0
Saint Lucia;2020-03-10;    0
Saint Lucia;2020-03-11;    0
Saint Lucia;2020-03-12;    0
Saint Lucia;2020-03-13;    0
Saint Lucia;2020-03-14;    1
Saint Lucia;2020-03-15;    2
Saint Lucia;2020-03-16;    2
Saint Lucia;2020-03-17;    2
Saint Vincent and the Grenadines;2020-01-22;    0
Saint Vincent and the Grenadines;2020-01-23;    0
Saint Vincent and the Grenadines;2020-01-24;    0
Saint Vincent and the Grenadines;2020-01-25;    0
Saint Vincent and the Grenadines;2020-01-26;    0
Saint Vincent and the Grenadines;2020-01-27;    0
Saint Vincent and the Grenadines;2020-01-28;    0
Saint Vincent and the Grenadines;2020-01-29;    0
Saint Vincent and the Grenadines;2020-01-30;    0
Saint Vincent and the Grenadines;2020-01-31;    0
Saint Vincent and the Grenadines;2020-02-01;    0
Saint Vincent and the Grenadines;2020-02-02;    0
Saint Vincent and the Grenadines;2020-02-03;    0
Saint Vincent and the Grenadines;2020-02-04;    0
Saint Vincent and the Grenadines;2020-02-05;    0
Saint Vincent and the Grenadines;2020-02-06;    0
Saint Vincent and the Grenadines;2020-02-07;    0
Saint Vincent and the Grenadines;2020-02-08;    0
Saint Vincent and the Grenadines;2020-02-09;    0
Saint Vincent and the Grenadines;2020-02-10;    0
Saint Vincent and the Grenadines;2020-02-11;    0
Saint Vincent and the Grenadines;2020-02-12;    0
Saint Vincent and the Grenadines;2020-02-13;    0
Saint Vincent and the Grenadines;2020-02-14;    0
Saint Vincent and the Grenadines;2020-02-15;    0
Saint Vincent and the Grenadines;2020-02-16;    0
Saint Vincent and the Grenadines;2020-02-17;    0
Saint Vincent and the Grenadines;2020-02-18;    0
Saint Vincent and the Grenadines;2020-02-19;    0
Saint Vincent and the Grenadines;2020-02-20;    0
Saint Vincent and the Grenadines;2020-02-21;    0
Saint Vincent and the Grenadines;2020-02-22;    0
Saint Vincent and the Grenadines;2020-02-23;    0
Saint Vincent and the Grenadines;2020-02-24;    0
Saint Vincent and the Grenadines;2020-02-25;    0
Saint Vincent and the Grenadines;2020-02-26;    0
Saint Vincent and the Grenadines;2020-02-27;    0
Saint Vincent and the Grenadines;2020-02-28;    0
Saint Vincent and the Grenadines;2020-02-29;    0
Saint Vincent and the Grenadines;2020-03-01;    0
Saint Vincent and the Grenadines;2020-03-02;    0
Saint Vincent and the Grenadines;2020-03-03;    0
Saint Vincent and the Grenadines;2020-03-04;    0
Saint Vincent and the Grenadines;2020-03-05;    0
Saint Vincent and the Grenadines;2020-03-06;    0
Saint Vincent and the Grenadines;2020-03-07;    0
Saint Vincent and the Grenadines;2020-03-08;    0
Saint Vincent and the Grenadines;2020-03-09;    0
Saint Vincent and the Grenadines;2020-03-10;    0
Saint Vincent and the Grenadines;2020-03-11;    0
Saint Vincent and the Grenadines;2020-03-12;    0
Saint Vincent and the Grenadines;2020-03-13;    0
Saint Vincent and the Grenadines;2020-03-14;    1
Saint Vincent and the Grenadines;2020-03-15;    1
Saint Vincent and the Grenadines;2020-03-16;    1
Saint Vincent and the Grenadines;2020-03-17;    1
Suriname;2020-01-22;    0
Suriname;2020-01-23;    0
Suriname;2020-01-24;    0
Suriname;2020-01-25;    0
Suriname;2020-01-26;    0
Suriname;2020-01-27;    0
Suriname;2020-01-28;    0
Suriname;2020-01-29;    0
Suriname;2020-01-30;    0
Suriname;2020-01-31;    0
Suriname;2020-02-01;    0
Suriname;2020-02-02;    0
Suriname;2020-02-03;    0
Suriname;2020-02-04;    0
Suriname;2020-02-05;    0
Suriname;2020-02-06;    0
Suriname;2020-02-07;    0
Suriname;2020-02-08;    0
Suriname;2020-02-09;    0
Suriname;2020-02-10;    0
Suriname;2020-02-11;    0
Suriname;2020-02-12;    0
Suriname;2020-02-13;    0
Suriname;2020-02-14;    0
Suriname;2020-02-15;    0
Suriname;2020-02-16;    0
Suriname;2020-02-17;    0
Suriname;2020-02-18;    0
Suriname;2020-02-19;    0
Suriname;2020-02-20;    0
Suriname;2020-02-21;    0
Suriname;2020-02-22;    0
Suriname;2020-02-23;    0
Suriname;2020-02-24;    0
Suriname;2020-02-25;    0
Suriname;2020-02-26;    0
Suriname;2020-02-27;    0
Suriname;2020-02-28;    0
Suriname;2020-02-29;    0
Suriname;2020-03-01;    0
Suriname;2020-03-02;    0
Suriname;2020-03-03;    0
Suriname;2020-03-04;    0
Suriname;2020-03-05;    0
Suriname;2020-03-06;    0
Suriname;2020-03-07;    0
Suriname;2020-03-08;    0
Suriname;2020-03-09;    0
Suriname;2020-03-10;    0
Suriname;2020-03-11;    0
Suriname;2020-03-12;    0
Suriname;2020-03-13;    0
Suriname;2020-03-14;    1
Suriname;2020-03-15;    1
Suriname;2020-03-16;    1
Suriname;2020-03-17;    1
France;2020-01-22;    0
France;2020-01-23;    0
France;2020-01-24;    0
France;2020-01-25;    0
France;2020-01-26;    0
France;2020-01-27;    0
France;2020-01-28;    0
France;2020-01-29;    0
France;2020-01-30;    0
France;2020-01-31;    0
France;2020-02-01;    0
France;2020-02-02;    0
France;2020-02-03;    0
France;2020-02-04;    0
France;2020-02-05;    0
France;2020-02-06;    0
France;2020-02-07;    0
France;2020-02-08;    0
France;2020-02-09;    0
France;2020-02-10;    0
France;2020-02-11;    0
France;2020-02-12;    0
France;2020-02-13;    0
France;2020-02-14;    0
France;2020-02-15;    0
France;2020-02-16;    0
France;2020-02-17;    0
France;2020-02-18;    0
France;2020-02-19;    0
France;2020-02-20;    0
France;2020-02-21;    0
France;2020-02-22;    0
France;2020-02-23;    0
France;2020-02-24;    0
France;2020-02-25;    0
France;2020-02-26;    0
France;2020-02-27;    0
France;2020-02-28;    0
France;2020-02-29;    0
France;2020-03-01;    0
France;2020-03-02;    0
France;2020-03-03;    0
France;2020-03-04;    0
France;2020-03-05;    0
France;2020-03-06;    0
France;2020-03-07;    5
France;2020-03-08;    5
France;2020-03-09;    5
France;2020-03-10;    5
France;2020-03-11;    5
France;2020-03-12;    5
France;2020-03-13;    5
France;2020-03-14;    5
France;2020-03-15;    7
France;2020-03-16;   11
France;2020-03-17;   11
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    0
US;2020-03-11;    0
US;2020-03-12;    0
US;2020-03-13;    0
US;2020-03-14;    0
US;2020-03-15;    3
US;2020-03-16;    3
US;2020-03-17;    3
Kosovo;2020-01-22;    0
Kosovo;2020-01-23;    0
Kosovo;2020-01-24;    0
Kosovo;2020-01-25;    0
Kosovo;2020-01-26;    0
Kosovo;2020-01-27;    0
Kosovo;2020-01-28;    0
Kosovo;2020-01-29;    0
Kosovo;2020-01-30;    0
Kosovo;2020-01-31;    0
Kosovo;2020-02-01;    0
Kosovo;2020-02-02;    0
Kosovo;2020-02-03;    0
Kosovo;2020-02-04;    0
Kosovo;2020-02-05;    0
Kosovo;2020-02-06;    0
Kosovo;2020-02-07;    0
Kosovo;2020-02-08;    0
Kosovo;2020-02-09;    0
Kosovo;2020-02-10;    0
Kosovo;2020-02-11;    0
Kosovo;2020-02-12;    0
Kosovo;2020-02-13;    0
Kosovo;2020-02-14;    0
Kosovo;2020-02-15;    0
Kosovo;2020-02-16;    0
Kosovo;2020-02-17;    0
Kosovo;2020-02-18;    0
Kosovo;2020-02-19;    0
Kosovo;2020-02-20;    0
Kosovo;2020-02-21;    0
Kosovo;2020-02-22;    0
Kosovo;2020-02-23;    0
Kosovo;2020-02-24;    0
Kosovo;2020-02-25;    0
Kosovo;2020-02-26;    0
Kosovo;2020-02-27;    0
Kosovo;2020-02-28;    0
Kosovo;2020-02-29;    0
Kosovo;2020-03-01;    0
Kosovo;2020-03-02;    0
Kosovo;2020-03-03;    0
Kosovo;2020-03-04;    0
Kosovo;2020-03-05;    0
Kosovo;2020-03-06;    0
Kosovo;2020-03-07;    0
Kosovo;2020-03-08;    0
Kosovo;2020-03-09;    0
Kosovo;2020-03-10;    0
Kosovo;2020-03-11;    0
Kosovo;2020-03-12;    0
Kosovo;2020-03-13;    0
Kosovo;2020-03-14;    0
